# cellNo,xcoord,ycoord,size,noVacuoles
792,1529,34506,5
1874,1580,43428,1
871,1645,25066,4
1051,1643,55920,15
1211,1842,54315,13
1656,84,35926,4
631,165,31820,8
1653,188,34034,4
139,274,68644,12
587,339,31872,6
1593,381,34626,5
1747,409,28992,1
692,536,64170,11
303,610,67512,15
910,615,35600,1
447,611,73100,18
484,944,82680,10
231,876,71016,7
705,1024,31603,2
1504,1039,31208,5
1123,1145,64628,8
1399,1236,40820,10
1574,1320,136896,13
1275,1274,53312,14
330,1278,179452,17
974,1377,73440,16
482,1354,105820,10
816,1540,24186,1
1519,1579,18995,2
1231,1711,38801,1
628,1742,43362,9
855,1842,63404,20
1665,1937,33250,9
824,183,30260,5
1572,226,26754,1
1828,297,37240,6
466,382,47264,11
1955,396,27840,2
1024,637,41796,3
705,722,105096,14
269,745,63933,3
1089,810,146318,16
604,905,67650,10
847,887,51057,14
1170,937,95511,19
977,914,61640,13
1763,975,48697,7
336,1027,14268,1
671,1098,49496,12
811,1009,67270,12
126,1165,55912,4
923,1226,23068,5
594,1283,59160,14
789,1357,38200,2
102,1397,26331,0
444,1368,55250,7
244,1370,44472,8
658,1441,53000,5
823,1442,265408,35
648,1572,33216,4
482,1543,43688,5
257,1580,96915,9
870,1642,52461,8
594,1652,52800,9
1731,1717,33294,2
423,1753,111150,17
864,1790,31486,6
588,1847,65145,10
1599,1919,28275,1
789,1895,38479,5
269,131,36816,3
1046,154,45248,15
1251,196,44080,10
723,198,28576,5
1444,193,44676,11
1654,215,81174,9
1913,304,38606,10
1053,348,46800,12
1333,366,39984,9
1803,411,10416,2
1711,453,23635,5
1586,528,37395,5
322,504,90896,15
1123,476,47945,12
566,535,37697,9
1752,580,52800,13
545,659,46452,12
893,640,23166,2
1077,638,28500,6
327,687,45144,9
766,717,41193,3
205,783,28175,5
1706,879,135790,14
522,815,11934,1
297,864,19856,3
1411,876,29915,4
750,867,53750,8
404,950,32550,8
1118,945,30448,10
544,1010,52392,11
223,1037,40257,6
1280,1093,36278,9
948,1055,34587,5
844,1135,17145,1
1114,1231,17365,2
631,1290,83970,4
1496,1313,26100,4
1644,1335,44200,8
1339,1333,31524,8
1755,1459,19836,0
1530,1473,45064,11
1001,1517,43442,6
846,1558,28152,2
1757,1571,25920,5
1130,1596,48048,10
301,1564,51840,5
588,1705,117869,18
1254,1594,19350,3
1364,1621,23103,5
1684,1700,51027,15
1452,1700,24864,5
736,1771,64989,7
1858,1843,53086,13
1484,1837,43512,4
497,1934,29666,5
937,168,52530,8
1140,251,72896,16
663,281,35588,1
515,308,43758,6
212,272,52320,16
917,316,37636,4
417,354,43485,10
1636,385,61750,6
225,492,46209,6
798,510,54600,4
1842,570,76860,11
815,937,86664,20
1297,928,2835,0
1812,988,29568,1
364,990,100845,5
354,1178,117872,11
1795,1119,27176,5
1348,1107,157085,13
610,1290,89205,12
149,1419,56840,5
1578,1426,4536,0
1744,1525,58203,5
1495,1539,56502,7
1838,1651,53805,6
1272,1654,18120,1
1565,1649,43878,6
1395,1701,51516,1
1157,1877,61455,9
1807,1866,59400,7
1617,1934,27336,2
672,170,57117,10
1766,131,82,0
1786,190,20930,1
1870,278,20276,1
368,286,68544,12
686,309,44975,9
719,401,39552,8
948,448,47216,11
1717,480,91780,7
800,512,19592,3
1153,569,28640,4
1306,611,51513,12
1027,597,43290,8
1707,752,52530,9
1182,728,41065,13
1516,729,41406,8
959,772,36278,5
1355,756,36091,11
1094,823,46886,16
1271,859,35376,8
1461,896,50140,7
934,916,30195,9
445,981,34216,4
605,1007,46990,9
143,1130,42749,5
741,1186,61976,17
943,1218,51888,12
1812,1251,39597,9
893,1359,30456,4
1703,1395,50038,4
263,1401,66856,3
1400,1369,9212,1
646,1395,18894,1
1843,1427,33744,3
797,1488,51496,6
1307,1577,37024,8
1470,1601,56865,13
1094,1581,70210,10
1765,1605,57981,7
779,1662,49200,2
257,1676,24734,2
488,1757,53345,11
1258,1706,43262,8
288,1873,28341,4
1094,1892,44550,8
1608,140,28841,2
172,234,110010,23
911,158,44517,11
1185,183,16577,2
1767,235,68544,16
1381,203,23691,5
1485,215,18326,2
1617,310,48608,7
1235,314,12296,1
1075,398,28851,5
1324,399,32053,3
967,467,42622,4
126,546,35616,10
1810,640,30408,1
1368,669,52900,10
817,723,87856,17
340,689,43290,11
1052,671,22338,1
584,766,34547,5
1124,742,35495,3
262,890,96096,2
1527,921,41474,8
1892,907,30788,6
1730,941,35784,7
1599,1064,55488,16
1378,1081,57616,9
507,1173,30807,5
694,1151,43624,11
294,1223,37600,8
871,1211,46690,12
1341,1280,41870,4
1030,1261,44631,5
1534,1347,16872,2
646,1404,44919,6
1774,1409,30046,4
226,1388,39919,2
1033,1429,38064,1
1658,1433,14204,2
867,1449,62944,8
1215,1508,31668,2
1925,1559,24852,4
1093,1582,38024,5
441,1684,212433,28
1518,1622,54253,12
1919,1663,30392,7
983,1666,38360,8
1239,1674,16872,4
1085,1716,22704,3
1220,1728,22176,3
862,1802,40986,2
1741,1789,21291,4
1072,1779,22790,1
1531,1844,53592,9
1680,1880,24024,4
256,1988,10712,0
1200,269,92574,22
1766,378,51870,7
634,401,60900,8
1489,386,16770,2
376,444,110505,23
1588,500,113520,26
1446,612,47672,10
439,680,68015,12
1369,740,87792,15
443,919,71736,14
1738,955,86864,10
1219,1084,50752,5
473,1125,98042,16
1421,1138,46805,8
1657,1391,79820,17
511,1444,79065,14
747,1452,78364,10
1505,1651,85214,12
1265,1739,60732,1
602,1851,85248,9
1087,189,74124,6
692,252,64256,12
465,347,131886,20
1199,282,29987,5
1113,452,58045,6
242,487,95976,15
994,552,66669,7
717,528,70358,5
1254,539,24864,4
1676,567,52724,5
709,669,5460,1
1313,708,33540,2
989,813,183348,14
1540,764,17400,4
1488,836,59570,22
1761,979,76194,12
498,929,66079,15
1510,1003,59318,17
259,1004,81592,13
472,1097,33291,13
710,1114,91930,11
393,1185,69312,13
1141,1406,35150,5
963,1399,35979,3
623,1565,37056,4
893,1592,58710,8
129,1637,33425,2
1150,1604,61050,9
867,1747,32399,4
142,1759,24846,3
1381,1835,39816,5
524,1898,12512,2
1106,1923,10260,1
411,1952,18468,5
1780,217,57672,9
690,259,68074,27
1141,206,20592,2
828,262,66586,18
1457,311,45924,7
344,398,72360,19
158,621,77472,22
1113,710,28718,1
1007,811,22275,4
759,823,29250,4
1130,866,19728,3
622,931,71232,22
1541,944,115322,9
1050,970,71960,17
1542,1131,59360,16
1866,1101,26950,5
959,1133,62712,10
1385,1160,55372,14
1607,1155,35904,10
301,1273,62068,14
828,1307,64184,7
1372,1449,92106,19
925,1486,119894,7
184,1451,109862,9
722,1449,42210,5
432,1503,225848,17
736,1603,38763,7
102,1603,1674,0
577,1706,42432,7
169,1657,49572,4
215,1721,624,0
227,1789,42175,10
702,1833,136928,21
865,1835,43290,9
247,1849,73168,13
486,1848,57190,10
1409,199,63960,15
971,289,90792,18
352,377,58850,6
1227,347,10670,1
806,522,201372,34
142,529,87768,13
502,517,204279,32
1812,547,62040,10
1073,593,144420,38
1255,689,81200,36
333,768,195840,52
1474,767,93870,31
686,890,272895,44
1733,865,20880,2
1181,990,115868,12
1662,1271,53628,9
396,1383,50140,5
1683,1414,10209,1
1555,1461,46620,10
888,1658,35448,3
342,1717,50778,11
972,1777,58786,9
1335,1837,87804,5
1065,1868,61143,11
1230,1866,40166,3
244,136,108128,15
1420,283,49086,13
342,385,73660,15
1676,431,58368,16
1415,461,68320,13
789,541,61248,12
1174,570,176396,27
339,572,46440,1
1733,588,76950,19
968,621,88804,21
1452,652,62745,20
789,750,58344,13
1380,860,82419,22
1080,1050,201249,13
1742,1021,19865,1
1307,1124,106975,10
267,1109,34020,9
1827,1187,37149,6
1473,1344,56406,15
1827,1368,46956,13
1577,1560,43968,12
1896,1655,64326,7
189,1717,47705,9
1117,54,80,0
1094,155,64260,10
1840,202,39083,10
1462,200,53110,14
1606,267,45312,10
739,418,84280,22
448,534,39204,4
644,734,57084,9
487,827,66605,13
301,822,70596,9
1460,771,90653,18
999,749,85644,17
1224,872,66528,18
1488,958,59438,5
1053,977,41065,12
914,1028,51493,9
1437,1125,56100,7
347,1164,82600,9
556,1272,54102,8
1276,1379,49852,8
345,1404,111040,22
1345,1677,83202,16
173,1698,44000,8
1853,1737,45030,13
932,1812,52704,9
179,259,65296,16
813,605,93654,24
773,872,91035,19
322,917,153750,10
1532,1111,79463,21
1190,1190,140492,29
669,1246,89946,8
1605,1301,68472,13
1398,1332,82992,20
913,1301,147658,19
1178,1434,105228,23
618,1675,71675,7
417,1655,66720,4
770,1699,66740,12
1197,1739,55358,4
626,88,48906,12
1115,186,84949,14
740,160,84048,15
1189,234,34736,6
1429,220,46795,18
1662,243,81280,17
562,385,32508,4
759,402,119491,27
238,389,37881,5
277,482,32926,5
1814,436,70488,16
429,577,45353,3
1490,578,105118,31
205,568,53312,10
688,580,66079,13
1875,664,61204,21
919,732,48000,9
1324,766,329988,42
185,815,67848,24
1723,774,94815,8
952,932,102060,17
564,912,38024,12
1293,988,62694,16
1752,1000,41769,7
1876,988,24024,6
1823,1124,24108,6
1369,1183,83798,17
1026,1130,72570,18
1752,1229,45410,11
351,1246,46728,8
804,1435,29204,4
329,1421,48509,13
1442,1406,61984,16
1859,1442,36135,13
207,1484,5208,1
883,1541,25181,6
410,1554,56386,12
1163,1671,60750,18
154,1660,20286,2
1619,1606,68628,23
1549,1851,54516,14
207,1834,35244,2
1669,298,55188,11
1012,269,82320,11
739,309,46631,14
1273,327,103246,26
994,383,71306,15
704,539,44908,5
964,681,98800,17
1205,619,48024,8
1402,619,88294,24
1649,631,48024,12
1277,823,33847,7
1966,842,19750,0
1672,965,26373,4
883,937,70488,17
1157,1073,58000,5
1638,1060,43,0
1647,1122,34400,8
446,1153,10525,1
1503,1176,33820,5
1688,1230,31313,8
930,1264,41412,13
1165,1370,45024,10
1314,1345,11223,1
1450,1464,54741,12
101,1504,21903,0
1628,1564,7320,0
1551,1609,26000,5
1633,1635,2160,0
1340,1655,71862,8
1720,1796,75264,20
554,1826,58448,8
1393,1852,100962,8
994,1913,27720,8
563,211,89077,4
1769,284,92140,18
112,364,21400,0
1610,372,66066,13
1752,533,45562,9
1510,816,8554,1
1757,859,77172,13
1743,1075,138764,10
1302,1274,11250,0
216,1343,52640,1
765,1387,139328,10
1571,1563,158620,7
331,1494,94828,4
958,1563,23124,5
1365,1644,142800,9
920,1667,9440,0
326,1712,67920,3
1584,113,44704,5
2008,274,13,0
1255,379,72086,14
1014,463,85500,15
813,409,75603,4
164,522,65205,8
629,507,68834,4
1129,523,67488,13
1449,478,200380,13
1321,668,56304,5
1821,706,63500,6
558,664,12474,1
604,704,37611,5
251,810,59675,8
1143,764,49266,4
1621,732,123546,14
425,795,17363,1
1354,852,67184,5
1936,839,899,0
1902,864,39711,9
681,896,25545,1
1736,861,6222,0
1662,1076,177190,5
895,1128,870366,57
571,1172,47403,7
1658,1176,8178,1
1013,1197,87984,11
1283,1168,73392,10
1327,1385,42300,6
564,1457,125120,17
1178,1474,38522,4
328,1451,18666,0
1030,1535,28620,2
151,1595,31500,4
1856,1583,84825,6
1248,1659,54502,5
992,1743,69760,8
1580,1726,70000,13
1379,1757,39246,7
1265,1845,20440,1
346,1844,8280,0
805,1901,33813,1
389,1952,6840,1
771,1977,29232,3
293,2000,6156,1
882,172,42978,13
424,131,51984,11
626,268,12257,0
1073,272,60900,14
167,296,51756,20
498,347,37572,11
844,402,74928,15
1075,437,56260,14
650,437,28028,5
798,466,24360,5
1317,473,45034,5
510,520,41850,5
1103,517,31790,5
666,567,32160,7
1568,565,66185,14
1775,609,44485,13
1166,633,37800,9
668,699,40020,2
512,672,40683,15
331,689,55388,6
1157,826,40188,15
494,892,96382,15
1249,1049,37636,7
686,1093,53325,21
308,1198,53383,7
434,1274,55144,13
186,1448,67266,10
1146,1604,52899,18
280,1691,47276,8
1615,1781,46640,12
905,1860,24024,1
1154,1844,40596,7
1285,1933,36000,9
550,181,106176,14
878,279,74995,9
1242,308,91494,15
1038,301,65325,13
836,409,61712,9
665,440,79781,8
135,417,60400,3
915,570,79650,10
1126,598,61776,3
1784,616,127008,15
1027,805,133736,12
1514,766,236052,17
742,997,97500,14
1027,1176,32448,2
1164,1215,82992,11
193,1306,88473,5
1466,1267,103455,6
1044,1453,112860,10
1581,1510,145856,29
1261,1485,94058,18
1199,375,58956,9
140,413,41426,2
684,448,59865,7
1696,486,71700,16
394,458,76473,8
1058,576,189375,15
163,654,35156,9
1560,694,100776,21
637,659,47616,7
1773,683,61893,9
1950,684,39458,5
777,724,51455,9
768,943,32550,3
1276,940,52215,11
1896,924,56882,8
1673,996,41006,5
1056,1029,30800,5
1282,1089,46046,12
774,1079,40363,6
1888,1164,58395,18
1051,1169,25326,2
951,1177,12932,2
1273,1274,75114,7
655,1212,35322,12
1038,1172,209236,25
1222,1289,13542,3
1486,1376,172189,29
1732,1343,18271,0
1873,1361,27710,2
1766,1504,42924,6
1924,1515,56462,15
1051,1514,21614,4
1229,1567,34476,5
630,1600,38001,1
1064,1625,25326,5
978,1730,31450,10
1898,1785,32208,9
622,1874,43014,6
828,1894,46830,13
424,1898,35295,3
469,161,37290,3
1555,230,59718,11
1780,232,43340,7
697,259,21842,3
481,304,20592,4
301,302,70470,18
592,323,32616,5
768,400,18408,3
1343,378,19019,3
1733,459,53460,18
597,487,27825,5
1854,525,41768,4
952,500,30251,7
145,534,37994,4
1567,562,48108,9
793,613,31675,9
981,602,86,0
979,603,42,0
982,602,44,0
981,602,264,0
368,591,93192,20
992,599,48,0
994,593,2135,0
949,599,407,0
960,602,36,0
1082,601,139668,19
1332,663,16728,4
1663,691,94500,11
848,761,45540,14
1086,768,42262,12
1841,819,51520,7
1583,888,37515,6
1412,951,32832,2
602,1079,738036,52
1060,1091,26962,5
797,1116,35854,6
947,1096,26378,2
1238,1133,27348,4
655,1142,43183,6
1495,1236,42312,3
735,1437,299646,26
1858,1304,37054,8
1665,1355,24804,2
185,1398,17290,1
1192,1372,531960,38
1924,1465,34650,11
1775,1504,22648,2
597,1481,50196,1
1599,1535,59913,10
318,1622,61965,6
1861,1610,33855,6
674,1707,62160,11
940,1687,125668,34
488,1641,38940,5
499,1843,46367,6
204,1830,62094,11
402,140,64452,16
1448,196,24800,2
1235,258,24960,5
1357,323,34104,6
1504,366,49234,14
739,396,67860,21
387,382,55388,12
915,434,54282,11
1084,456,35475,2
566,586,34189,1
260,659,46530,15
817,660,54752,1
1612,789,74620,19
866,866,48319,4
991,962,32852,5
157,953,45050,19
1117,1025,33630,5
276,1022,73264,18
1657,1011,45549,18
747,1092,36764,7
935,1212,71240,17
736,1253,48412,11
1464,1262,84051,12
1154,1311,83160,17
723,1445,46833,7
533,1444,62712,7
892,1407,58548,14
1509,1484,45108,17
1004,1564,33620,3
1700,1622,27873,2
806,1622,58716,7
505,1715,59033,5
1492,1711,42480,10
1136,1759,40170,7
1709,1823,32760,3
1570,1891,49580,5
435,204,72670,22
1086,172,21352,5
798,181,57620,11
289,201,58975,17
148,289,42090,6
1721,314,81396,22
815,404,73360,17
230,473,76843,28
421,521,88776,26
705,531,79616,23
167,604,11136,2
105,606,113,1
122,603,102,1
352,707,67536,18
1380,674,26565,3
589,746,54492,3
169,780,101515,22
303,896,62178,14
653,1039,29992,5
371,1027,4374,1
426,1109,53770,12
304,1060,75,0
312,1128,45240,8
1034,1225,32436,2
867,1303,54795,16
1185,1281,47188,13
1688,1347,27692,8
276,1364,55671,12
878,1392,46197,16
1878,1469,29904,3
1597,1493,30082,4
1390,1526,33630,7
1826,1648,50160,17
369,1782,49729,5
1157,1886,84348,24
576,1850,65527,9
688,199,106066,20
995,265,78592,12
1830,272,62752,3
804,414,72358,8
1033,559,104400,11
1409,559,68154,4
797,611,66584,6
186,682,80115,9
437,752,91455,17
1341,899,100224,8
352,934,101104,16
1655,919,58695,8
1134,974,102319,18
680,985,65016,0
449,1125,54225,5
1726,1265,122475,17
1357,1379,76560,23
1164,1402,76995,19
1644,1409,52070,9
1469,1426,53856,15
1909,1416,2765,0
1870,1445,38352,5
1854,1588,35908,3
1412,1722,87780,9
1787,1891,73200,13
1736,162,51914,8
528,236,47586,4
1045,221,2961,0
287,288,69296,12
1926,275,68264,17
1718,367,75198,16
884,401,7440,1
538,444,69629,6
1550,538,124509,29
1772,586,44844,7
1831,783,95475,24
1590,824,88208,14
587,929,71980,17
1798,1019,143190,32
390,1090,65582,12
1239,1139,508431,27
757,1169,57358,16
1571,1211,61472,11
1788,1242,48443,11
510,1304,495835,60
1302,1372,51726,12
1895,1348,28282,5
1675,1436,57776,8
544,1418,58447,15
1548,1475,55188,14
188,1527,34569,6
737,1495,62886,12
1452,1531,26741,4
784,1405,283410,24
1839,1599,24613,4
356,1647,22140,4
1432,1672,12672,4
1693,1778,85525,16
831,156,17688,0
1495,205,22330,2
1119,148,62198,13
570,226,35150,8
1371,270,46056,7
1647,259,25217,6
1194,282,26228,10
880,288,28182,2
267,313,161190,25
755,347,25896,4
1506,360,44496,10
501,295,42315,13
358,348,34068,8
1091,381,44457,10
1764,453,82650,21
985,462,34354,3
616,476,23700,5
798,487,48548,10
398,499,35178,6
1226,535,26815,5
1373,525,46170,7
998,609,554730,59
1833,632,60,0
1808,744,75887,16
759,744,47310,6
1106,735,27552,1
1568,795,26569,5
1718,799,1287,0
634,865,30000,9
1758,982,36670,7
376,902,1092,0
768,958,47073,19
1574,992,20988,3
1912,1026,32886,7
378,950,63500,6
1051,990,57239,21
1570,1112,32864,6
211,1088,30260,6
851,1156,38613,8
1441,1182,46080,8
336,1229,31557,6
190,1233,23140,5
1628,1254,18104,4
520,1262,20002,5
692,1317,44944,6
1726,1232,200376,20
445,1339,53669,14
197,1350,31450,9
889,1366,31476,5
1424,1413,60656,10
294,1545,71816,13
978,1525,30336,6
1581,1495,43780,9
451,1647,38591,1
722,1681,32980,3
585,1711,32208,4
1838,1742,84882,13
214,1744,36096,10
988,1785,25872,8
737,1855,39728,10
1592,1978,6283,1
779,941,465600,1
720,1331,519415,11
1173,1595,690580,9
668,1808,167844,18
768,267,87612,8
1112,298,31556,7
866,390,187330,12
1932,337,18900,0
1782,417,2806,0
1774,417,122,1
1738,473,175474,14
1579,606,26847,1
475,748,67832,14
1677,771,41516,2
309,824,75369,12
1455,985,61020,4
447,1006,50544,8
933,1021,34354,5
1647,1029,58580,11
281,1055,54180,9
640,1028,46636,8
1839,1050,33948,3
990,1132,1079988,53
592,1107,20,0
600,1143,18240,2
133,1191,47940,9
754,1194,101442,14
1855,1147,38,0
1839,1151,42,0
333,1213,28500,7
1490,1380,369000,25
1225,1376,26533,1
1943,1366,36616,5
1596,1370,31832,1
320,1381,76296,18
1012,1454,29064,3
1760,1467,23328,1
172,1535,33089,3
1597,1713,100800,11
856,1700,29028,3
1348,1780,90200,16
507,1837,38957,2
359,1889,38133,3
1903,1948,42222,3
213,1955,28864,0
1232,163,31482,6
544,183,34188,9
488,245,5400,3
566,263,33210,8
1266,278,28086,4
1457,256,49920,8
1553,353,12782,3
1387,350,53436,7
690,422,48180,8
1549,482,35712,8
1262,434,29575,1
1775,454,66778,4
1398,573,35952,4
1227,652,33300,2
891,723,69960,13
1508,675,24816,2
862,702,1174888,78
1183,778,138880,13
137,887,25912,2
1153,912,25120,3
507,920,56320,7
688,989,69715,8
1356,978,63568,7
1202,1060,272727,17
690,1131,36270,2
1726,1136,101352,14
562,1215,64350,5
1339,1223,29733,2
1494,1234,24570,1
1623,1281,58322,4
1217,1336,32617,4
133,1357,35908,2
972,1147,195880,9
1352,1368,21307,1
1114,1476,23236,1
831,1497,30895,9
1430,1481,37000,3
986,1480,20860,5
1803,1515,23095,3
1180,1605,194740,15
167,1543,35100,4
1145,1585,25600,1
917,1580,18720,3
845,1686,32208,2
1022,1709,42486,3
1618,1749,129653,20
607,1693,24794,4
1330,1698,56980,7
180,1706,23904,0
1836,1669,48,0
1846,1673,48,0
1844,1672,48,0
1853,1672,4160,0
1810,1667,59,0
1815,1716,21980,1
773,1805,30788,2
1105,1807,25330,4
926,1896,49712,7
1221,1885,44325,8
1912,1888,30788,3
1024,144,43044,8
1817,256,144904,22
1148,476,90880,12
1360,337,101,1
1381,348,87,0
1432,422,98264,8
380,546,42075,6
1687,639,89040,10
1045,583,58088,12
1387,681,99756,8
263,843,69200,5
1027,849,86940,6
1392,1105,123876,10
1110,1225,41612,0
1683,1229,110346,6
1375,1398,51525,7
1042,1427,58716,2
1670,1463,48375,9
1596,1504,455,0
1570,1631,80442,9
998,1715,85263,2
1841,1683,116928,8
652,1693,134640,13
1267,1787,60009,5
686,1830,106299,9
792,968,592456,17
1258,808,969404,21
1757,1160,456726,7
1320,1149,161552,12
999,1376,114445,3
1487,1371,339294,1
383,1688,252200,9
1046,1592,393380,7
1343,233,37386,3
1069,311,237804,31
1520,522,93849,11
448,361,265860,12
1870,587,61600,5
1802,748,53261,12
1211,881,78490,6
1650,878,118686,13
1441,914,57570,6
1075,1046,5082,0
696,1063,286056,18
1795,1246,115257,4
1007,1192,34752,6
1132,1320,2280,1
1128,1343,3795,0
1319,1585,112674,6
1571,1626,141440,13
1179,1750,54902,8
448,1783,34710,8
828,1875,99600,3
1828,1914,72220,12
1297,233,61830,14
1498,281,49181,12
1615,319,54587,7
672,424,137472,15
1214,439,84888,13
884,492,98400,15
1071,509,75840,8
1334,637,107143,15
1830,721,122031,5
660,681,92055,8
1479,641,76464,13
308,701,118008,13
1960,800,49600,4
1653,740,55913,3
1413,915,136468,12
1667,1012,64449,5
1753,1061,32818,5
1535,1171,18526,4
400,1719,32800,3
730,1699,110461,12
1033,257,254562,13
857,232,50904,10
654,331,83176,13
1026,533,200305,25
704,581,141750,18
1746,820,102038,6
1395,810,38480,4
669,801,46948,9
1023,779,193050,12
278,857,139026,20
244,943,969,0
251,1063,137088,16
803,1009,45426,7
1083,1127,62510,13
720,1236,42706,9
884,1258,58035,9
1871,1278,63036,9
1033,1372,58166,17
1704,1349,70632,12
217,1465,78725,5
516,1415,69440,9
712,1420,46384,16
381,1525,73450,13
1448,1593,115024,4
908,1681,65514,10
493,1767,188727,27
1739,1646,81432,5
770,1699,70752,8
345,1708,59784,8
967,168,78892,11
